A00	Cholera
W42.9	Exposure to noise (Unspecified place)
W43.0	Exposure to vibration (Home)
W43.1	Exposure to vibration (Residential institution)
W43.2	Exposure to vibration (School, other institution and public administrative area)
W43.3	Exposure to vibration (Sports and athletics area)
W43.4	Exposure to vibration (Street and highway)
W43.5	Exposure to vibration (Trade and service area)
W43.6	Exposure to vibration (Industrial and construction area)
W43.7	Exposure to vibration (Farm)
W43.8	Exposure to vibration (Other specified places)
W43.9	Exposure to vibration (Unspecified place)
W44.0	Foreign body entering into or through eye or natural orifice (Home)
W44.1	Foreign body entering into or through eye or natural orifice (Residential institution)
W44.2	Foreign body entering into or through eye or natural orifice (School, other institution and public administrative area)
W44.3	Foreign body entering into or through eye or natural orifice (Sports and athletics area)
W44.4	Foreign body entering into or through eye or natural orifice (Street and highway)
W44.5	Foreign body entering into or through eye or natural orifice (Trade and service area)
W44.6	Foreign body entering into or through eye or natural orifice (Industrial and construction area)
W44.7	Foreign body entering into or through eye or natural orifice (Farm)
W44.8	Foreign body entering into or through eye or natural orifice (Other specified places)
W44.9	Foreign body entering into or through eye or natural orifice (Unspecified place)
W45.0	Foreign body or object entering through skin (Home)
W45.1	Foreign body or object entering through skin (Residential institution)
W45.2	Foreign body or object entering through skin (School, other institution and public administrative area)
W45.3	Foreign body or object entering through skin (Sports and athletics area)
W45.4	Foreign body or object entering through skin (Street and highway)
W45.5	Foreign body or object entering through skin (Trade and service area)
W45.6	Foreign body or object entering through skin (Industrial and construction area)
W45.7	Foreign body or object entering through skin (Farm)
W45.8	Foreign body or object entering through skin (Other specified places)
W45.9	Foreign body or object entering through skin (Unspecified place)
W46.0	Contact with hypodermic needle (Home)
W46.1	Contact with hypodermic needle (Residential institution)
W46.2	Contact with hypodermic needle (School, other institution and public administrative area)
W46.3	Contact with hypodermic needle (Sports and athletics area)
W46.4	Contact with hypodermic needle (Street and highway)
W46.5	Contact with hypodermic needle (Trade and service area)
W46.6	Contact with hypodermic needle (Industrial and construction area)
W46.7	Contact with hypodermic needle (Farm)
W46.8	Contact with hypodermic needle (Other specified places)
W46.9	Contact with hypodermic needle (Unspecified place)
W49.0	Exposure to other and unspecified inanimate mechanical forces (Home)
W49.01	Hair causing external constriction (non-NHS term)
W49.02	String or thread causing external constriction (non-NHS term)
W49.03	Rubber band causing external constriction (non-NHS term)
W49.04	Ring or other jewelry causing external constriction (non-NHS term)
W49.09	Other specified item causing external constriction (non-NHS term)
W49.1	Exposure to other and unspecified inanimate mechanical forces (Residential institution)
W49.2	Exposure to other and unspecified inanimate mechanical forces (School, other institution and public administrative area)
W49.3	Exposure to other and unspecified inanimate mechanical forces (Sports and athletics area)
W49.4	Exposure to other and unspecified inanimate mechanical forces (Street and highway)
W49.5	Exposure to other and unspecified inanimate mechanical forces (Trade and service area)
W49.6	Exposure to other and unspecified inanimate mechanical forces (Industrial and construction area)
W49.7	Exposure to other and unspecified inanimate mechanical forces (Farm)
W49.8	Exposure to other and unspecified inanimate mechanical forces (Other specified places)
W49.9	Exposure to other and unspecified inanimate mechanical forces (Unspecified place)
W50.0	Hit, struck, kicked, twisted, bitten or scratched by another person (Home)
W50.1	Hit, struck, kicked, twisted, bitten or scratched by another person (Residential institution)
W50.2	Hit, struck, kicked, twisted, bitten or scratched by another person (School, other institution and public administrative area)
W50.3	Hit, struck, kicked, twisted, bitten or scratched by another person (Sports and athletics area)
W50.4	Hit, struck, kicked, twisted, bitten or scratched by another person (Street and highway)
W50.5	Hit, struck, kicked, twisted, bitten or scratched by another person (Trade and service area)
W50.6	Hit, struck, kicked, twisted, bitten or scratched by another person (Industrial and construction area)
W50.7	Hit, struck, kicked, twisted, bitten or scratched by another person (Farm)
W50.8	Hit, struck, kicked, twisted, bitten or scratched by another person (Other specified places)
W50.9	Hit, struck, kicked, twisted, bitten or scratched by another person (Unspecified place)
W51.0	Striking against or bumped into by another person (Home)
W51.1	Striking against or bumped into by another person (Residential institution)
W51.2	Striking against or bumped into by another person (School, other institution and public administrative area)
W51.3	Striking against or bumped into by another person (Sports and athletics area)
W51.4	Striking against or bumped into by another person (Street and highway)
W51.5	Striking against or bumped into by another person (Trade and service area)
W51.6	Striking against or bumped into by another person (Industrial and construction area)
W51.7	Striking against or bumped into by another person (Farm)
W51.8	Striking against or bumped into by another person (Other specified places)
W51.9	Striking against or bumped into by another person (Unspecified place)
W52.0	Crushed, pushed or stepped on by crowd or human stampede (Home)
W52.1	Crushed, pushed or stepped on by crowd or human stampede (Residential institution)
W52.2	Crushed, pushed or stepped on by crowd or human stampede (School, other institution and public administrative area)
W52.3	Crushed, pushed or stepped on by crowd or human stampede (Sports and athletics area)
W52.4	Crushed, pushed or stepped on by crowd or human stampede (Street and highway)
W52.5	Crushed, pushed or stepped on by crowd or human stampede (Trade and service area)
W52.6	Crushed, pushed or stepped on by crowd or human stampede (Industrial and construction area)
W52.7	Crushed, pushed or stepped on by crowd or human stampede (Farm)
W52.8	Crushed, pushed or stepped on by crowd or human stampede (Other specified places)
W52.9	Crushed, pushed or stepped on by crowd or human stampede (Unspecified place)
W53.0	Bitten by rat (Home)
W53.01	Bitten by mouse (non-NHS term)
W53.09	Other contact with mouse (non-NHS term)
W53.1	Bitten by rat (Residential institution)
W53.11	Bitten by rat (non-NHS term)
W53.19	Other contact with rat (non-NHS term)
W53.2	Bitten by rat (School, other institution and public administrative area)
W53.21	Bitten by squirrel (non-NHS term)
W53.29	Other contact with squirrel (non-NHS term)
W53.3	Bitten by rat (Sports and athletics area)
W53.4	Bitten by rat (Street and highway)
W53.5	Bitten by rat (Trade and service area)
W53.6	Bitten by rat (Industrial and construction area)
W53.7	Bitten by rat (Farm)
W53.8	Bitten by rat (Other specified places)
W53.81	Bitten by other rodent (non-NHS term)
W53.89	Other contact with other rodent (non-NHS term)
W53.9	Bitten by rat (Unspecified place)
W54.0	Bitten or struck by dog (Home)
W54.1	Bitten or struck by dog (Residential institution)
W54.2	Bitten or struck by dog (School, other institution and public administrative area)
W54.3	Bitten or struck by dog (Sports and athletics area)
W54.4	Bitten or struck by dog (Street and highway)
W54.5	Bitten or struck by dog (Trade and service area)
W54.6	Bitten or struck by dog (Industrial and construction area)
W54.7	Bitten or struck by dog (Farm)
W54.8	Bitten or struck by dog (Other specified places)
W54.9	Bitten or struck by dog (Unspecified place)
W55.0	Bitten or struck by other mammals (Home)
W55.01	Bitten by cat (non-NHS term)
W55.03	Scratched by cat (non-NHS term)
W55.09	Other contact with cat (non-NHS term)
W55.1	Bitten or struck by other mammals (Residential institution)
W55.11	Bitten by horse (non-NHS term)
W55.12	Struck by horse (non-NHS term)
W55.19	Other contact with horse (non-NHS term)
W55.2	Bitten or struck by other mammals (School, other institution and public administrative area)
W55.21	Bitten by cow (non-NHS term)
W55.22	Struck by cow (non-NHS term)
W55.29	Other contact with cow (non-NHS term)
